Country,Code,ContinentCode,Year,Labor force million people,Unemployment rate,Unemployment rate for females,Youth unemployment ages 15-24,Foreign Direct Investment percent of GDP,Quality of roads 1(low) - 7(high),Quality of air transport infrastructure 1(low) - 7(high),Electricity production from renewable sources million kWh,Greenhouse gas emissions,Oil consumption thousand barrels per day,Employment in agriculture % of total employment,Population size in millions,Population density people per square km,Population ages 65 and above percent of total,Population ages 0-14 percent of total,Population growth percent,Primary school enrollment percent of all eligible children,Secondary school enrollment percent of all eligible children,Tertiary school enrollment percent of all eligible children,Value added by industry as percent of GDP
Portugal,PRT,EU,2012,5.38,15.53,15.5,37.92,7.22,6.39,5.64,13749.61,65490,230,10.78,10.51,115,19.2,14.94,-0.41,108.92,110.33,,19.09
Portugal,PRT,EU,2013,5.28,16.19,16.37,38.09,6.44,6.35,5.62,15741.74,63800,234,10.2,10.46,114,19.63,14.78,-0.55,110.04,119.17,,18.88
Portugal,PRT,EU,2014,5.22,13.9,14.33,34.75,5.44,6.34,5.7,15993.04,63414,234,8.63,10.4,114,20.11,14.56,-0.54,108.55,114.98,,18.99
Portugal,PRT,EU,2015,5.2,12.45,12.75,31.95,0.64,6.16,5.56,15711.9,67508,,7.51,10.36,113,20.57,14.3,-0.41,107.01,116.87,61.86,19.59
Portugal,PRT,EU,2016,5.18,11.07,11.17,27.95,3.56,5.9,5.4,16587.65,66391,,6.9,10.33,113,21.03,14.08,-0.32,105.81,115.64,63.27,19.45
Portugal,PRT,EU,2017,5.22,8.87,9.35,23.87,5.02,6,5.5,16676.87,70958,,6.38,10.3,112,21.49,13.9,-0.24,104.91,117.43,64.17,19.25
Portugal,PRT,EU,2018,5.23,6.99,7.44,20.31,3.47,6.1,5.4,17008.98,66613,,6.03,10.28,112,21.93,13.72,-0.16,104.98,118.46,65.03,19.38
Portugal,PRT,EU,2019,5.25,6.46,7.15,18.28,4.5,6,5,18588.31,61575,,5.48,10.29,112,22.39,13.53,0.02,105.18,119.54,65.93,18.89
Portugal,PRT,EU,2020,5.14,6.8,7.06,22.49,1.81,,,18017.72,55641,,5.36,10.3,112,22.86,13.34,0.11,105.59,118.36,67.8,19.39
Portugal,PRT,EU,2021,5.16,6.58,6.9,23.47,3.61,,,19634.52,,,2.71,10.36,113,23.29,13.15,0.63,104.93,118.32,71.87,19.31
Portugal,PRT,EU,2022,5.28,6.01,6.49,19.05,5.08,,,,,,2.8,10.43,,23.69,13,0.46,109.85,121.98,75.56,18.4
Portugal,PRT,EU,2023,5.41,6.51,6.89,20.3,3.95,,,,,,2.95,10.58,,24.11,12.89,1.1,,,,18.2
Portugal,PRT,EU,2024,5.46,6.38,6.92,21.2,4.27,,,,,,,10.7,,24.53,12.8,,,,,18.4
Romania,ROU,EU,2000,9.32,6.97,6.34,17.99,2.78,,,0,120735,224,45.18,22.44,98,13.49,18.63,-0.13,104.29,82.38,23.29,30.26
Romania,ROU,EU,2001,9.24,6.56,5.98,17.8,2.86,,,0,125733,229,44.39,22.13,96,13.8,18.09,-1.4,105.79,83.5,28.05,32.34
Romania,ROU,EU,2002,9.12,8.11,7.58,22.7,2.48,,,3,122831,232,37.69,21.73,95,14.13,17.47,-1.83,105.53,84.95,33.7,33.33
Romania,ROU,EU,2003,9.13,6.95,6.36,19.69,3.19,,,3,127729,220,37.68,21.57,94,14.43,16.88,-0.72,102.83,84.22,38.91,32.05
Romania,ROU,EU,2004,9.12,7.72,6.12,23.16,8.59,,,4.05,126078,225,32.57,21.45,93,14.7,16.36,-0.57,105.12,82.58,41.8,31.83
Romania,ROU,EU,2005,9.09,7.17,6.41,20.55,6.6,,,6.08,125493,222,32.29,21.32,93,14.92,15.99,-0.62,102.19,81.06,45.46,32.27
Romania,ROU,EU,2006,9.06,7.27,6.09,21.75,9.02,2.06,3.78,3.9,129071,218,30.6,21.19,92,15.09,15.8,-0.59,101.63,85.68,54.14,32.98
Romania,ROU,EU,2007,8.95,6.41,5.39,20.65,5.79,2,3.7,37.48,126731,224,29.53,20.88,91,15.25,15.72,-1.48,100.09,84.26,60.28,34.28
Romania,ROU,EU,2008,8.83,5.79,4.66,19.24,6.38,1.91,3.88,29.74,124732,231,28.7,20.54,89,15.42,15.7,-1.67,98.58,94.54,73.45,36.77
Romania,ROU,EU,2009,8.12,6.86,5.82,21.46,2.66,1.98,4.05,18.62,108964,201,29.09,20.37,89,15.63,15.72,-0.83,100.86,103.39,81.53,36.42
Romania,ROU,EU,2010,8.6,6.96,6.18,22.19,1.89,2.11,3.87,417.37,106102,192,31.01,20.25,88,15.84,15.75,-0.59,99.97,102.47,75.23,38.31
Romania,ROU,EU,2011,8.49,7.18,6.46,24.08,1.23,2.1,3.64,1586.29,110693,188,29.25,20.15,88,16.06,15.77,-0.49,98.38,100.74,66.79,40.21
Romania,ROU,EU,2012,8.48,6.79,6.07,22.82,1.7,1.94,3.41,2860.17,108407,190,29.71,20.06,87,16.27,15.75,-0.45,96.24,97.45,54.95,34.43
Romania,ROU,EU,2013,8.46,7.1,6.3,24.03,2.03,2.08,3.36,5191.59,99157,190,29.25,19.98,87,16.46,15.7,-0.37,,95.7,51.38,32.07
Romania,ROU,EU,2014,8.5,6.8,6.09,24.37,1.94,2.75,3.62,8321.1,98500,192,28.35,19.91,87,16.79,15.66,-0.37,,93.53,51.1,32.57
Romania,ROU,EU,2015,8.58,6.81,5.86,22.04,2.43,2.75,3.56,9568.59,100784,,25.59,19.82,86,17.21,15.66,-0.47,89.05,91.34,49.36,30.81
Romania,ROU,EU,2016,8.47,5.9,4.99,21.03,3.37,2.6,3.7,8941.05,99275,,23.1,19.7,86,17.57,15.71,-0.57,87.59,88.78,49.91,30.12
Romania,ROU,EU,2017,8.56,4.93,4.04,18.73,2.83,2.7,4,9787.78,102255,,22.78,19.59,85,17.91,15.82,-0.58,87.27,88.38,50.51,29.11
Romania,ROU,EU,2018,8.5,4.19,3.49,16.61,3.02,3,4.7,8530.69,103465,,22.31,19.47,85,18.25,15.95,-0.59,91.38,86.56,51.99,28.91
Romania,ROU,EU,2019,8.47,3.91,3.38,17.15,2.93,3,4.6,9055.28,101844,,21.24,19.37,84,18.6,16.04,-0.53,92.61,86.41,52.44,27.63
Romania,ROU,EU,2020,8.41,5.03,4.69,17.59,1.43,,,9225.76,95744,,20.51,19.27,84,19.02,16.1,-0.55,91.9,86.42,53.49,26.49
Romania,ROU,EU,2021,8.42,5.59,5.05,21.15,4.11,,,8931.71,,,18.87,19.12,83,19.33,16.1,-0.75,90.77,86.2,55.27,26.08
Romania,ROU,EU,2022,8.42,5.61,5.05,22.87,3.87,,,,,,18.24,19.05,,19.52,16.02,-0.39,84.88,83.03,58.24,27.34
Romania,ROU,EU,2023,8.28,5.59,5.12,21.69,2.48,,,,,,17.89,19.06,,19.75,15.88,0.05,,,,26.69
Romania,ROU,EU,2024,8.26,5.38,4.87,21.33,1.92,,,,,,,19.07,,19.98,15.72,,,,,25.03
Slovakia,SVK,EU,2000,2.58,18.55,18.4,36.61,7.47,,,0,45992,67,6.65,5.39,112,11.33,19.69,-0.14,102.85,87.49,28.71,29.51
Slovakia,SVK,EU,2001,2.62,19.15,18.6,38.88,4.99,,,154,46598,72,6.15,5.38,112,11.39,19.05,-0.18,104.61,87.46,30.82,29.92
Slovakia,SVK,EU,2002,2.63,18.54,18.57,37.43,11.95,,,152,46153,80,6.18,5.38,112,11.45,18.43,-0.04,104.18,88.58,32.74,29.32
Slovakia,SVK,EU,2003,2.66,17.55,17.77,33.41,2.08,,,101,46409,75,5.79,5.37,112,11.52,17.86,-0.07,104.27,91.03,34.55,30.78
Slovakia,SVK,EU,2004,2.67,18.21,19.22,33,7.1,,,26,45721,75,5.07,5.37,112,11.61,17.34,-0.02,104.14,93.8,36.66,32.17
Slovakia,SVK,EU,2005,2.66,16.28,17.26,30.27,6.27,,,38,46544,78,4.75,5.37,112,11.73,16.88,0.01,102.93,95.35,40.77,32.06
Slovakia,SVK,EU,2006,2.65,13.4,14.76,26.85,8.06,3.67,3.48,404,46106,79,4.39,5.37,112,11.85,16.44,0,102.15,95.54,45.03,34.23
Slovakia,SVK,EU,2007,2.65,11.16,12.69,20.48,5.84,3.47,3.68,483,45149,83,4.21,5.37,112,11.99,16.05,0.03,102.25,95.33,50.56,33.4
Slovakia,SVK,EU,2008,2.68,9.51,10.95,19.07,4.6,3.11,3.52,524.33,45181,86,3.96,5.38,112,12.12,15.73,0.09,102.77,94.75,54.16,32.92
Slovakia,SVK,EU,2009,2.67,12.02,12.83,27.42,1.7,3.47,3.54,542.56,41539,81,3.59,5.39,112,12.29,15.53,0.13,102.23,94.4,56.77,29.29
Slovakia,SVK,EU,2010,2.68,14.39,14.6,33.75,2.32,3.88,3.32,684.94,43072,84,3.23,5.39,112,12.45,15.46,0.09,101.64,94.78,58.04,29.96
Slovakia,SVK,EU,2011,2.68,13.63,13.66,33.49,5.45,3.59,3.18,1221.19,41566,82,3.08,5.4,112,12.63,15.43,0.13,100.5,95,57.15,29.93
Slovakia,SVK,EU,2012,2.71,13.97,14.53,34.1,1.88,3.7,3.36,1371,39208,71,3.24,5.41,112,12.91,15.39,0.17,99.13,95.05,57.04,30.07
Slovakia,SVK,EU,2013,2.72,14.23,14.52,33.71,1.01,3.62,3.23,1505,39867,75,3.32,5.41,113,13.28,15.35,0.11,98.69,93.53,55.25,27.96
Slovakia,SVK,EU,2014,2.74,11.54,12.95,26.75,-0.36,3.69,3.37,2020,37218,74,3.17,5.42,113,13.7,15.33,0.1,98.51,92.76,53.88,29.89
Slovakia,SVK,EU,2015,2.74,11.49,12.9,26.57,1.7,4.03,3.52,2174,37650,,3.1,5.42,113,14.15,15.33,0.1,98.31,91.9,52.72,29.93
Slovakia,SVK,EU,2016,2.76,9.68,10.78,22.27,5.28,4.1,3.4,2270,38503,,2.89,5.43,113,14.66,15.41,0.13,97.62,91.45,50.3,28.67
Slovakia,SVK,EU,2017,2.75,8.14,8.41,18.96,4.4,4,3.5,2208,40433,,2.71,5.44,113,15.2,15.54,0.16,98.27,91.25,49.13,28.08
Slovakia,SVK,EU,2018,2.74,6.54,7.04,14.97,2.11,4,3.9,2216,39884,,2.3,5.45,113,15.73,15.69,0.14,97.02,91.78,47.81,28.59
Slovakia,SVK,EU,2019,2.74,5.76,5.96,16.12,2.15,4,3.8,2288,38040,,2.79,5.45,113,16.26,15.79,0.14,97.99,91.32,48.19,29.15
Slovakia,SVK,EU,2020,2.71,6.72,7.1,19.44,-1.06,,,2340,35984,,2.58,5.46,114,16.76,15.85,0.09,99.92,90.81,48.38,28.54
Slovakia,SVK,EU,2021,2.76,6.89,7.14,21.21,2.26,,,2520,,,3.21,5.45,113,17.16,15.93,-0.21,100.06,91.09,50.73,27.42
Slovakia,SVK,EU,2022,2.79,6.14,6.38,19.92,4.17,,,,,,2.54,5.43,,17.57,15.97,-0.28,100.33,92.2,52.5,26.53
Slovakia,SVK,EU,2023,2.79,5.84,5.93,19.75,-0.24,,,,,,2.37,5.43,,18.05,15.91,-0.09,,,,29.14
Slovakia,SVK,EU,2024,2.78,5.23,5.41,18.19,2.53,,,,,,,5.42,,18.54,15.76,,,,,28.53
Slovenia,SVN,EU,2000,0.97,6.92,7.06,16.38,0.67,,,70.72,17745,50,9.58,1.99,99,13.91,15.95,0.3,99.62,102.75,55.37,30.45
Slovenia,SVN,EU,2001,0.97,5.68,6.02,15.73,2.42,,,71.74,18709,52,9.9,1.99,99,14.2,15.58,0.16,102.65,108.75,60.85,30.6
Slovenia,SVN,EU,2002,0.99,5.92,6.27,14.9,7.97,,,102.56,18791,51,9.58,1.99,99,14.49,15.21,0.12,105.33,109.76,66.65,30.04
Slovenia,SVN,EU,2003,0.96,6.48,7.02,15.35,1.82,,,122.29,18752,51,8.4,2,99,14.76,14.82,0.06,110.09,111.06,69.6,30.29
Slovenia,SVN,EU,2004,1.01,6.01,6.41,14.1,2.23,,,121.13,18962,52,9.69,2,99,15.04,14.5,0.06,96.68,98.9,73.35,30.26
Slovenia,SVN,EU,2005,1.02,6.51,7.04,15.97,2.7,,,114.01,19212,54,8.98,2,99,15.33,14.27,0.17,98.21,98.43,81.27,29.81
Slovenia,SVN,EU,2006,1.03,5.95,7.19,13.89,1.76,4.44,4.71,112.06,19545,56,9.49,2.01,100,15.6,14.09,0.32,100.25,97.23,85.27,30.11
Slovenia,SVN,EU,2007,1.04,4.82,5.84,10.13,3.94,4.46,4.67,113.41,19518,55,9.71,2.02,100,15.85,13.95,0.56,96.44,99.24,87.27,30.6
Slovenia,SVN,EU,2008,1.04,4.37,4.82,10.51,1.95,4.66,4.77,289.6,20489,64,8.43,2.02,100,16.12,13.95,0.16,97.11,99.93,88.6,29.76
Slovenia,SVN,EU,2009,1.05,5.86,5.81,13.66,-0.69,4.94,4.86,191.56,18512,54,8.94,2.04,101,16.32,14.03,0.9,97.71,98.97,87.97,27.38
Slovenia,SVN,EU,2010,1.04,7.24,7.02,14.7,0.67,4.84,4.77,230.82,18806,55,8.67,2.05,102,16.37,14.14,0.44,98.06,98.54,90.25,26.35
Slovenia,SVN,EU,2011,1.02,8.17,8.17,15.76,1.71,4.68,4.64,318.68,18746,55,8.43,2.05,102,16.5,14.28,0.21,97.99,98.48,87.19,26.55
Slovenia,SVN,EU,2012,1.02,8.84,9.37,20.65,0.07,5.01,4.49,429.68,18135,54,8.27,2.06,102,16.79,14.42,0.21,98.21,98.11,89.02,27.07
Slovenia,SVN,EU,2013,1.01,10.1,10.91,21.67,0.22,5.08,4.33,481.71,17509,51,8.39,2.06,102,17.15,14.57,0.14,98.6,110.56,87.86,27.14
Slovenia,SVN,EU,2014,1.02,9.67,10.55,20.24,2.06,4.9,4.45,519.04,16006,50,9.39,2.06,102,17.55,14.7,0.1,98.59,110.18,84.38,27.77
Slovenia,SVN,EU,2015,1.01,8.96,10.03,16.3,4.05,4.65,4.42,546.43,16104,,6.95,2.06,102,18.02,14.82,0.08,98.38,109.66,82.2,27.63
Slovenia,SVN,EU,2016,1,8,8.59,15.24,3.27,4.4,4.3,554.53,16918,,4.94,2.07,103,18.51,14.92,0.07,97.98,115.22,79.47,27.6
Slovenia,SVN,EU,2017,1.03,6.56,7.48,11.24,2.48,4.4,4.3,580.43,17098,,5.46,2.07,103,19,15.01,0.07,98.18,114.6,79.27,28.03
Slovenia,SVN,EU,2018,1.04,5.11,5.7,8.82,2.86,4.7,4.6,529.44,16969,,5.33,2.07,103,19.46,15.09,0.36,99.46,113.56,77.3,28.07
Slovenia,SVN,EU,2019,1.04,4.45,4.96,8.14,3.99,4.9,4.6,560.77,16534,,4.24,2.09,104,19.85,15.11,0.7,99.84,111.37,76.47,28.56
Slovenia,SVN,EU,2020,1.03,4.97,5.63,14.18,0.95,,,649.23,15287,,4.01,2.1,104,20.12,15.14,0.67,100.23,110.36,75.82,28.94
Slovenia,SVN,EU,2021,1.04,4.74,5.32,12.85,3.61,,,736.25,,,4,2.11,105,20.43,15.16,0.27,99.78,108.18,82.24,28.17
Slovenia,SVN,EU,2022,1.06,4.01,4.32,10.14,3.64,,,,,,4.27,2.11,,20.88,15.1,0.19,100.64,107.87,82.39,28.01
Slovenia,SVN,EU,2023,1.06,3.65,3.71,9.98,2.09,,,,,,4.03,2.12,,21.33,14.93,0.42,,,,29.7
Slovenia,SVN,EU,2024,1.06,3.36,3.58,9.36,2.69,,,,,,,2.13,,21.77,14.71,,,,,28.76
Spain,ESP,EU,2000,18.28,13.78,20.37,25.26,6.77,,,6234,369377,1433,6.69,40.57,81,16.55,14.82,0.45,104.22,113.41,58.41,28.02
Spain,ESP,EU,2001,18.16,10.35,15.06,20.72,4.6,,,8407,367802,1492,6.56,40.85,82,16.81,14.66,0.69,104.56,115.33,61,27.99
Spain,ESP,EU,2002,18.99,11.15,16.06,21.54,5.55,,,11946,384461,1505,6,41.43,83,16.92,14.57,1.41,105.45,115.29,63.74,27.76
Spain,ESP,EU,2003,19.76,11.28,15.7,22.33,3.39,,,15279,393439,1542,5.7,42.19,85,16.81,14.54,1.81,105.16,114.45,65.53,27.41
Spain,ESP,EU,2004,20.45,11.09,15.05,22.48,2.36,,,19053.74,409554,1571,5.49,42.92,86,16.62,14.52,1.73,105,115.08,67.47,26.97
Spain,ESP,EU,2005,21.23,9.15,11.99,19.64,2.34,,,23876.98,424169,1607,5.3,43.65,87,16.55,14.51,1.69,104.36,117.57,68.14,27.13
Spain,ESP,EU,2006,21.94,8.45,11.36,17.89,2.61,5.37,5.68,26195.97,418157,1588,4.81,44.4,89,16.54,14.54,1.69,103.61,117.27,68.96,26.9
Spain,ESP,EU,2007,22.53,8.23,10.71,18.09,4.62,5.34,5.75,30981.21,434498,1611,4.52,45.23,91,16.43,14.59,1.85,103.03,117.49,69.23,26.27
Spain,ESP,EU,2008,23.16,11.25,12.84,24.44,4.53,5.09,5.63,38779.15,401199,1547,4.05,45.95,92,16.44,14.69,1.6,102.45,117.21,69.4,26.19
Spain,ESP,EU,2009,23.4,17.86,18.13,37.71,0.64,5.17,5.5,47669,365093,1468,4.12,46.36,93,16.62,14.81,0.89,102.1,117.36,71.43,24.78
Spain,ESP,EU,2010,23.52,19.86,20.23,41.45,2.56,5.68,5.8,55472.2,350175,1441,4.2,46.58,93,16.89,14.92,0.46,101.21,122.62,76.38,22.99
Spain,ESP,EU,2011,23.59,21.39,21.81,46.16,1.8,5.91,6.02,56927.25,349835,1385,4.1,46.74,94,17.17,15.01,0.36,100.81,126.15,80.72,21.89
Spain,ESP,EU,2012,23.6,24.79,25.03,52.83,1.57,5.93,6.01,66417.87,343394,1301,4.22,46.77,94,17.46,15.06,0.06,100.47,127.79,82.89,20.8
Spain,ESP,EU,2013,23.4,26.09,26.68,55.44,3.46,5.95,6.04,74541.38,317007,1208,4.3,46.6,93,17.85,15.07,-0.33,103.11,126.72,85.21,20.03
Spain,ESP,EU,2014,23.18,24.44,25.43,53.17,2.32,5.91,6,71101.52,315739,1200,4.24,46.46,93,18.26,15.05,-0.3,102.54,125.34,88,19.87
Spain,ESP,EU,2015,23.13,22.06,23.56,48.35,1.97,5.8,5.89,68949.69,326263,,4.12,46.42,93,18.54,15,-0.08,102.14,124.85,88.57,19.92
Spain,ESP,EU,2016,23.05,19.64,21.39,44.44,3.62,5.5,5.8,68256.77,316709,,4.22,46.46,93,18.77,14.92,0.08,102.13,123.27,89.81,19.79
Spain,ESP,EU,2017,23.03,17.22,19.04,38.59,2.54,5.5,5.8,69622,333288,,4.35,46.57,93,18.99,14.82,0.23,102.51,120.56,91.89,19.9
Spain,ESP,EU,2018,23.01,15.26,17.04,34.36,4.47,5.6,5.6,69571,326838,,4.2,46.78,94,19.2,14.67,0.44,102.64,119.43,92.17,19.74
Spain,ESP,EU,2019,23.23,14.1,16.01,32.56,2.16,5.7,5.6,76342,309375,,4.03,47.12,94,19.38,14.45,0.72,103.19,118.52,91.02,19.98
Spain,ESP,EU,2020,22.92,15.53,17.45,38.31,2.92,,,83276,270311,,3.99,47.36,95,19.56,14.2,0.49,103.41,117.37,90.95,20.12
Spain,ESP,EU,2021,23.46,14.78,16.73,34.84,4.42,,,96120.55,,,4.06,47.44,95,19.81,13.91,0.11,102.9,119.11,94.59,20.32
Spain,ESP,EU,2022,23.84,12.92,14.78,29.85,4.53,,,,,,3.8,47.79,,20.19,13.6,0.76,102.45,119.02,94.51,20.93
Spain,ESP,EU,2023,24.2,12.18,13.88,28.75,2.65,,,,,,3.62,48.35,,20.65,13.26,1.24,,,,20.12
Spain,ESP,EU,2024,24.39,11.39,13.09,27.01,1.89,,,,,,,48.81,,21.15,12.92,,,,,19.5
Sweden,SWE,EU,2000,4.49,5.47,5,9.29,8.68,,,4556.42,68330,362,2.91,8.87,22,17.26,18.43,0.16,106.77,151.76,67.64,26
Sweden,SWE,EU,2001,4.56,4.73,4.4,11.67,7.51,,,4260.52,67195,369,2.64,8.9,22,17.22,18.27,0.27,106.83,147.9,70.01,25.68
Sweden,SWE,EU,2002,4.58,4.97,4.62,12.92,6.87,,,4784.67,68557,373,2.52,8.92,22,17.18,18.11,0.33,107.15,144.22,74.74,25.46
Sweden,SWE,EU,2003,4.61,5.55,5.01,14.31,1.8,,,5190.82,69556,370,2.55,8.96,22,17.16,17.92,0.37,107.76,136.47,80.49,24.89
Sweden,SWE,EU,2004,4.62,6.69,6.18,18.52,4.38,,,8063.31,68081,368,2.49,8.99,22,17.21,17.69,0.39,100.14,101.43,83.03,24.75
Sweden,SWE,EU,2005,4.72,7.81,7.73,22.83,5.31,,,8428.26,64256,360,2.32,9.03,22,17.28,17.41,0.4,100.28,101.48,81.74,24.58
Sweden,SWE,EU,2006,4.77,7.07,7.26,21.48,5.22,5.5,5.79,9344.82,62698,354,2.23,9.08,22,17.33,17.13,0.56,100.3,101.2,79.34,24.84
Sweden,SWE,EU,2007,4.84,6.16,6.47,19.26,9.42,5.65,6.03,11265.06,60691,350,2.25,9.15,22,17.44,16.9,0.74,100.06,101,75.39,25.02
Sweden,SWE,EU,2008,4.9,6.24,6.57,20.21,8.05,5.63,6.02,12339.5,59448,337,2.12,9.22,23,17.65,16.73,0.78,100.14,101.52,71.16,24.15
Sweden,SWE,EU,2009,4.91,8.35,8.01,25.02,2.06,5.69,6.04,13957.68,55495,318,2.18,9.3,23,17.94,16.63,0.85,99.49,101.43,71.01,22.33
Sweden,SWE,EU,2010,4.94,8.61,8.52,24.76,0.13,5.71,6.2,15687.49,61014,336,2.1,9.38,23,18.28,16.6,0.85,99.16,102.25,73.08,23.86
Sweden,SWE,EU,2011,5,7.8,7.76,22.78,1.22,5.66,6.25,17654.1,57208,315,1.99,9.45,23,18.64,16.66,0.76,97.79,102.14,71.92,23.73
Sweden,SWE,EU,2012,5.03,7.98,7.71,23.61,0.78,5.58,5.97,19377.1,54382,300,2.06,9.52,23,18.98,16.79,0.74,99.55,103.11,68.74,23.11
Sweden,SWE,EU,2013,5.09,8.05,7.89,23.52,0.25,5.52,5.73,21326.97,52593,297,2.03,9.6,24,19.27,16.97,0.85,118.14,132.71,65.78,21.98
Sweden,SWE,EU,2014,5.13,7.95,7.7,22.82,-1.05,5.5,5.67,21977.53,51286,305,1.97,9.7,24,19.52,17.16,0.99,118.03,133.66,64.95,21.61
Sweden,SWE,EU,2015,5.18,7.43,7.29,20.36,1.95,5.36,5.6,27184.85,51266,,2.04,9.8,24,19.7,17.34,1.06,119.62,137.46,66.43,22.28
Sweden,SWE,EU,2016,5.25,6.99,6.59,18.9,3.01,5.3,5.7,27108.66,50783,,1.89,9.92,24,19.77,17.53,1.26,121.45,137.56,68.31,21.96
Sweden,SWE,EU,2017,5.33,6.72,6.44,17.88,4.53,5.5,5.8,29915.1,50356,,1.83,10.06,25,19.8,17.68,1.35,122.9,142.64,70.43,22.16
Sweden,SWE,EU,2018,5.4,6.36,6.24,17.4,-0.13,5.6,5.8,28943.1,47719,,1.73,10.18,25,19.86,17.76,1.16,123.75,140.82,73.41,22.19
Sweden,SWE,EU,2019,5.46,6.83,6.96,20.09,2.98,5.3,5.7,33562,46792,,1.69,10.28,25,19.95,17.78,1.01,120.6,136.64,75.11,22.29
Sweden,SWE,EU,2020,5.47,8.29,8.28,23.9,3.4,,,39754,45459,,1.73,10.35,25,20.06,17.74,0.72,119.5,136.43,79.12,21.81
Sweden,SWE,EU,2021,5.52,8.72,9.05,24.6,9.1,,,41852,,,1.97,10.42,26,20.2,17.65,0.6,117.35,138.69,85.94,23.06
Sweden,SWE,EU,2022,5.6,7.39,7.91,21.61,9.3,,,,,,1.86,10.49,,20.34,17.49,0.68,116.43,139.41,83.9,24.02
Sweden,SWE,EU,2023,5.67,7.61,7.87,21.95,3.08,,,,,,1.77,10.54,,20.54,17.25,0.47,,,,23.23
Sweden,SWE,EU,2024,5.7,8.53,8.67,23.77,4.37,,,,,,,10.57,,20.75,16.99,,,,,22.57
